id,affairs,gender,age,yearsmarried,children,religiousness,education,occupation,rating,aff_mul,male,kids,_est_A,fore,f0,f1,f2,f00,f10,f20,affair
717,0,male,52,15,yes,2,18,5,4,0,1,1,1,.75185621,1.2605865,-1.8065585,0,0,-3.0671449,-1.2605865,0
719,0,male,27,4,no,3,20,6,3,0,1,0,1,.64683282,.88323516,-1.1375505,0,0,-2.0207856,-.88323516,0
723,0,male,37,4,yes,1,18,5,4,0,1,1,1,.75393182,1.3967466,-1.1418226,0,0,-2.5385692,-1.3967466,0
724,0,male,27,4,yes,4,14,5,4,0,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,0
726,0,female,52,15,yes,5,12,1,3,0,0,1,1,.68361944,.84494007,-2.5596914,0,0,-3.4046314,-.84494007,0
729,7,male,32,10,yes,2,18,4,1,2,1,1,1,.38409936,-.37072131,-2.2368996,0,0,-1.8661784,.37072131,1
734,0,female,57,15,yes,4,16,6,4,0,0,1,1,.78786123,1.4038383,-2.3423848,0,0,-3.746223,-1.4038383,0
735,0,male,27,10,yes,1,16,5,4,0,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,0
736,0,male,37,10,yes,4,20,6,3,0,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,0
737,0,male,22,1,no,2,14,4,3,0,1,0,1,.64383733,.92862183,-.91597188,0,0,-1.8445938,-.92862183,0
739,0,male,32,4,yes,2,18,5,3,0,1,1,1,.64776117,.83784842,-1.3591292,0,0,-2.1969776,-.83784842,0
743,0,male,37,15,yes,4,20,6,3,0,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,0
745,0,male,22,1,yes,2,14,4,3,0,1,1,1,.64383733,.92862183,-.91597188,0,0,-1.8445938,-.92862183,0
747,0,male,42,15,yes,4,20,6,3,0,1,1,1,.64437896,.74707502,-1.8022865,0,0,-2.5493615,-.74707502,0
751,0,female,52,15,yes,5,17,1,1,0,0,1,1,.40244931,-.36362967,-3.4374619,0,0,-3.0738323,.36362967,0
752,0,female,37,15,yes,4,14,1,2,0,0,1,1,.5706017,.37681532,-2.3338406,0,0,-2.7106559,-.37681532,0
754,0,male,27,10,yes,4,14,5,3,0,1,1,1,.64683282,.88323516,-1.1375505,0,0,-2.0207856,-.88323516,0
755,3,male,22,1.5,no,1,14,3,2,2,1,0,1,.52368885,.32433698,-1.3548571,0,0,-1.6791941,-.32433698,1
758,7,male,22,4,yes,3,18,6,4,2,1,1,1,.7407974,1.5329068,-.4770866,0,0,-2.0099933,-1.5329068,1
760,0,male,32,4,yes,2,16,5,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
763,0,female,27,4,yes,2,18,6,5,0,0,1,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
770,7,male,42,15,yes,4,20,6,4,2,1,1,1,.75465506,1.3513598,-1.3634012,0,0,-2.714761,-1.3513598,1
774,0,female,27,4,yes,2,18,5,5,0,0,1,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
776,0,male,37,15,yes,5,18,6,5,0,1,1,1,.83185327,2.0010314,-.7029373,0,0,-2.7039688,-2.0010314,0
779,0,female,47,15,yes,5,12,5,4,0,0,1,1,.79496616,1.4946116,-1.8992275,0,0,-3.3938391,-1.4946116,0
784,0,female,32,10,yes,3,17,1,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
786,2,female,57,15,yes,1,18,5,4,2,0,1,1,.78786123,1.4038383,-2.3423848,0,0,-3.746223,-1.4038383,1
788,0,female,27,1.5,yes,4,17,1,2,0,0,1,1,.5810256,.46758875,-1.8906834,0,0,-2.3582721,-.46758875,0
794,0,female,57,15,yes,2,18,5,2,0,0,1,1,.5389452,.1952685,-3.2201552,0,0,-3.4154239,-.1952685,0
795,0,female,22,1.5,no,4,14,5,4,0,0,0,1,.79376149,1.7215452,-.79133427,0,0,-2.5128794,-1.7215452,0
797,7,female,32,4,yes,3,18,5,2,2,0,1,1,.57640016,.42220202,-2.112262,0,0,-2.5344641,-.42220202,1
798,0,male,42,15,yes,3,14,3,4,0,1,1,1,.75465506,1.3513598,-1.3634012,0,0,-2.714761,-1.3513598,0
800,0,male,57,15,yes,4,9,2,2,0,1,1,1,.48834574,.0066300239,-2.9059076,0,0,-2.9125376,-.0066300239,0
803,0,male,57,15,yes,4,20,6,5,0,1,1,1,.83668548,1.8194846,-1.5892519,0,0,-3.4087365,-1.8194846,0
807,0,female,22,1,no,4,14,4,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
811,1,male,27,4,yes,1,16,4,4,1,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,1
812,0,female,32,10,yes,4,14,1,5,0,0,1,1,.86559874,2.2350566,-.79560632,0,0,-3.030663,-2.2350566,0
820,0,female,42,15,yes,3,18,5,4,0,0,1,1,.79717439,1.5399984,-1.6776489,0,0,-3.2176473,-1.5399984,0
823,0,female,27,1.5,no,2,18,6,5,0,0,0,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
830,0,male,32,1,yes,2,18,5,2,0,1,1,1,.52006525,.23356357,-1.7980144,0,0,-2.0315781,-.23356357,0
834,7,male,32,10,yes,4,16,1,4,2,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,1
843,0,female,27,4,no,3,16,5,4,0,0,0,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
848,0,female,27,10,yes,2,16,1,4,0,0,1,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
851,0,female,32,10,yes,4,16,1,3,0,0,1,1,.70151907,1.0264869,-1.6733768,0,0,-2.6998637,-1.0264869,0
854,0,female,37,15,yes,4,14,5,4,0,0,1,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
856,0,female,42,15,yes,5,17,6,2,0,0,1,1,.56380939,.33142862,-2.5554194,0,0,-2.886848,-.33142862,0
857,0,male,32,1.5,yes,4,14,6,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
858,2,male,57,15,yes,1,17,4,4,2,1,1,1,.74868,1.2151998,-2.0281372,0,0,-3.2433369,-1.2151998,1
859,0,female,32,4,yes,3,17,5,3,0,0,1,1,.70151907,1.0264869,-1.6733768,0,0,-2.6998637,-1.0264869,0
863,0,female,37,10,no,4,18,5,5,0,0,0,1,.86772609,2.1896698,-1.017185,0,0,-3.2068548,-2.1896698,0
865,0,female,22,1,yes,3,14,3,5,0,0,1,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
867,0,female,27,10,yes,4,14,1,5,0,0,1,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
870,0,male,27,1,no,3,16,5,5,0,1,0,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
873,0,male,27,4,yes,2,20,5,5,0,1,1,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
875,0,male,32,10,yes,4,16,4,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
876,0,male,32,15,yes,1,14,5,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
877,0,male,22,1,no,3,17,4,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
880,0,female,27,10,yes,4,17,1,4,0,0,1,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
885,7,female,42,15,yes,4,14,5,2,2,0,1,1,.56380939,.33142862,-2.5554194,0,0,-2.886848,-.33142862,1
893,7,male,37,10,yes,1,18,5,3,2,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,1
903,0,male,27,1,yes,4,20,5,4,0,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,0
904,0,male,37,15,yes,4,20,5,4,0,1,1,1,.75393182,1.3967466,-1.1418226,0,0,-2.5385692,-1.3967466,0
905,0,female,37,15,yes,2,14,1,3,0,0,1,1,.69868749,.9811002,-1.8949555,0,0,-2.8760557,-.9811002,0
908,0,male,22,4,yes,1,18,5,4,0,1,1,1,.7407974,1.5329068,-.4770866,0,0,-2.0099933,-1.5329068,0
909,0,male,37,15,yes,4,17,5,3,0,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,0
910,0,female,22,1.5,no,2,14,4,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
912,0,male,52,15,yes,4,14,6,2,0,1,1,1,.49649483,.052016731,-2.684329,0,0,-2.7363458,-.052016731,0
914,0,female,22,1.5,no,4,17,5,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
915,0,male,32,4,yes,5,14,3,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
916,0,male,32,4,yes,2,14,3,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
920,0,female,22,1.5,no,3,16,6,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
921,0,male,27,1,no,2,18,3,3,0,1,0,1,.64683282,.88323516,-1.1375505,0,0,-2.0207856,-.88323516,0
925,0,female,22,10,yes,2,14,5,2,0,0,1,1,.58427662,.51297545,-1.6691048,0,0,-2.1820803,-.51297545,0
926,0,female,27,1,no,2,17,5,3,0,0,0,1,.70297229,1.0718737,-1.4517982,0,0,-2.5236719,-1.0718737,0
927,3,male,42,15,yes,3,17,6,1,2,1,1,1,.37102875,-.46149471,-2.680057,0,0,-2.2185624,.46149471,1
928,1,female,52,15,yes,3,14,4,4,1,0,1,1,.79182386,1.4492249,-2.1208062,0,0,-3.5700312,-1.4492249,1
929,0,female,37,15,yes,4,12,1,2,0,0,1,1,.5706017,.37681532,-2.3338406,0,0,-2.7106559,-.37681532,0
931,0,female,22,1.5,no,1,14,1,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
933,2,female,27,10,yes,3,17,5,3,2,0,1,1,.70297229,1.0718737,-1.4517982,0,0,-2.5236719,-1.0718737,1
945,0,female,37,10,no,2,12,4,4,0,0,0,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
947,0,female,37,15,yes,4,18,5,3,0,0,1,1,.69868749,.9811002,-1.8949555,0,0,-2.8760557,-.9811002,0
949,0,female,42,15,yes,3,12,3,3,0,0,1,1,.69465744,.93571347,-2.116534,0,0,-3.0522475,-.93571347,0
950,0,male,22,4,no,2,18,5,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
951,12,male,32,10,yes,2,12,4,2,2,1,1,1,.52006525,.23356357,-1.7980144,0,0,-2.0315781,-.23356357,1
961,0,male,52,10,yes,2,20,6,2,0,1,1,1,.49649483,.052016731,-2.684329,0,0,-2.7363458,-.052016731,0
965,0,male,27,1,no,2,17,5,5,0,1,0,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
966,0,female,27,4,no,2,17,4,5,0,0,0,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
967,0,male,42,1.5,no,5,20,6,5,0,1,0,1,.83500403,1.9556447,-.9245159,0,0,-2.8801608,-1.9556447,0
968,1,male,22,4,no,4,14,2,5,1,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,1
972,3,male,27,10,yes,3,18,6,4,2,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,1
975,12,female,37,15,yes,1,18,5,5,2,0,1,1,.86772609,2.1896698,-1.017185,0,0,-3.2068548,-2.1896698,1
977,7,female,32,15,yes,3,17,1,3,2,0,1,1,.70151907,1.0264869,-1.6733768,0,0,-2.6998637,-1.0264869,1
981,7,female,27,10,no,2,17,5,5,2,0,0,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,1
986,1,female,32,10,yes,3,17,5,3,1,0,1,1,.70151907,1.0264869,-1.6733768,0,0,-2.6998637,-1.0264869,1
987,0,male,22,1.5,no,4,17,6,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
990,0,male,22,4,no,4,17,5,3,0,1,0,1,.64383733,.92862183,-.91597188,0,0,-1.8445938,-.92862183,0
992,0,female,22,4,yes,1,14,5,4,0,0,1,1,.79376149,1.7215452,-.79133427,0,0,-2.5128794,-1.7215452,0
995,0,male,37,15,yes,5,20,4,5,0,1,1,1,.83185327,2.0010314,-.7029373,0,0,-2.7039688,-2.0010314,0
1002,1,male,32,1.5,yes,2,14,2,4,1,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,1
1007,12,female,42,15,yes,4,14,1,2,2,0,1,1,.56380939,.33142862,-2.5554194,0,0,-2.886848,-.33142862,1
1009,0,female,37,10,yes,3,16,6,3,0,0,1,1,.69868749,.9811002,-1.8949555,0,0,-2.8760557,-.9811002,0
1011,7,male,32,10,yes,3,14,5,4,2,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,1
1021,0,male,42,15,yes,4,17,6,5,0,1,1,1,.83500403,1.9556447,-.9245159,0,0,-2.8801608,-1.9556447,0
1026,0,female,47,15,yes,4,17,5,5,0,0,1,1,.86877042,2.0988965,-1.4603423,0,0,-3.5592387,-2.0988965,0
1027,0,male,22,1.5,no,4,16,5,4,0,1,0,1,.7407974,1.5329068,-.4770866,0,0,-2.0099933,-1.5329068,0
1030,0,female,32,10,yes,3,12,1,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
1031,0,female,22,10,yes,1,14,3,5,0,0,1,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1034,0,female,32,10,yes,4,17,5,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
1035,7,male,37,4,yes,1,20,6,3,2,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,1
1037,0,male,27,1.5,yes,2,16,2,4,0,1,1,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,0
1038,0,male,37,15,yes,4,14,5,5,0,1,1,1,.83185327,2.0010314,-.7029373,0,0,-2.7039688,-2.0010314,0
1039,0,male,42,4,yes,3,14,4,5,0,1,1,1,.83500403,1.9556447,-.9245159,0,0,-2.8801608,-1.9556447,0
1045,0,female,37,15,yes,5,14,5,4,0,0,1,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
1046,0,female,32,10,yes,4,17,5,5,0,0,1,1,.86559874,2.2350566,-.79560632,0,0,-3.030663,-2.2350566,0
1050,1,female,27,4,yes,2,16,5,3,1,0,1,1,.70297229,1.0718737,-1.4517982,0,0,-2.5236719,-1.0718737,1
1054,0,female,42,15,yes,4,18,6,5,0,0,1,1,.8687374,2.1442833,-1.2387636,0,0,-3.3830469,-2.1442833,0
1056,12,female,42,15,yes,3,14,4,3,2,0,1,1,.69465744,.93571347,-2.116534,0,0,-3.0522475,-.93571347,1
1057,1,male,27,10,yes,5,20,6,5,1,1,1,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,1
1059,0,male,27,4,no,4,18,6,4,0,1,0,1,.74722958,1.48752,-.69866526,0,0,-2.1861854,-1.48752,0
1063,0,male,22,1,no,4,18,6,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
1068,0,male,27,4,yes,4,14,5,3,0,1,1,1,.64683282,.88323516,-1.1375505,0,0,-2.0207856,-.88323516,0
1070,0,female,22,1,no,5,18,1,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1072,0,female,52,15,yes,5,9,5,5,0,0,1,1,.86794502,2.0535097,-1.6819209,0,0,-3.7354307,-2.0535097,0
1073,0,male,32,10,yes,3,14,5,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
1075,12,male,37,10,yes,2,20,6,2,2,1,1,1,.51588571,.18817686,-2.019593,0,0,-2.2077699,-.18817686,1
1077,0,female,37,15,yes,4,16,4,4,0,0,1,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
1080,12,female,27,10,yes,1,14,3,3,2,0,1,1,.70297229,1.0718737,-1.4517982,0,0,-2.5236719,-1.0718737,1
1081,0,male,32,10,yes,2,20,5,4,0,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,0
1083,0,female,42,15,yes,3,18,1,4,0,0,1,1,.79717439,1.5399984,-1.6776489,0,0,-3.2176473,-1.5399984,0
1084,0,male,32,15,yes,1,16,5,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
1086,0,male,27,4,yes,3,18,5,5,0,1,1,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
1087,0,female,32,15,yes,4,12,3,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
1089,0,male,22,1,yes,3,14,2,4,0,1,1,1,.7407974,1.5329068,-.4770866,0,0,-2.0099933,-1.5329068,0
1096,0,female,22,1.5,no,3,16,5,3,0,0,0,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,0
1102,0,female,42,15,yes,4,14,3,5,0,0,1,1,.8687374,2.1442833,-1.2387636,0,0,-3.3830469,-2.1442833,0
1103,0,female,52,15,yes,3,16,5,4,0,0,1,1,.79182386,1.4492249,-2.1208062,0,0,-3.5700312,-1.4492249,0
1107,0,male,37,15,yes,5,20,6,4,0,1,1,1,.75393182,1.3967466,-1.1418226,0,0,-2.5385692,-1.3967466,0
1109,0,female,47,15,yes,4,12,2,3,0,0,1,1,.68958819,.8903268,-2.3381128,0,0,-3.2284396,-.8903268,0
1115,0,male,57,15,yes,2,20,6,4,0,1,1,1,.74868,1.2151998,-2.0281372,0,0,-3.2433369,-1.2151998,0
1119,0,male,32,10,yes,4,17,5,5,0,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,0
1124,0,female,27,10,yes,4,17,1,4,0,0,1,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
1125,3,female,27,10,yes,4,12,1,2,2,0,1,1,.5810256,.46758875,-1.8906834,0,0,-2.3582721,-.46758875,1
1126,0,male,22,1.5,no,1,18,6,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
1128,0,female,22,4,yes,3,9,1,4,0,0,1,1,.79376149,1.7215452,-.79133427,0,0,-2.5128794,-1.7215452,0
1129,0,female,22,1.5,no,2,14,1,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1130,0,male,42,15,yes,2,20,6,4,0,1,1,1,.75465506,1.3513598,-1.3634012,0,0,-2.714761,-1.3513598,0
1131,3,male,32,10,yes,2,14,4,4,2,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,1
1133,0,male,57,15,yes,4,9,2,4,0,1,1,1,.74868,1.2151998,-2.0281372,0,0,-3.2433369,-1.2151998,0
1138,12,female,17.5,1,yes,2,12,1,3,2,0,1,1,.70120382,1.1581084,-1.0307987,0,0,-2.1889071,-1.1581084,1
1140,0,female,27,10,yes,2,18,1,5,0,0,1,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
1143,0,female,22,4,yes,3,14,1,5,0,0,1,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1146,0,male,37,15,yes,4,14,5,3,0,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,0
1150,12,female,32,15,yes,3,18,5,4,2,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,1
1153,0,male,32,10,yes,1,18,6,4,0,1,1,1,.75152999,1.4421333,-.92024392,0,0,-2.3623772,-1.4421333,0
1156,0,female,22,1.5,no,2,14,5,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1157,0,female,22,1.5,yes,3,12,1,3,0,0,1,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,0
1158,0,male,52,15,yes,2,14,5,5,0,1,1,1,.83725929,1.8648714,-1.3676733,0,0,-3.2325447,-1.8648714,0
1160,0,female,37,15,yes,2,14,1,1,0,0,1,1,.42847249,-.22746955,-2.7727261,0,0,-2.5452564,.22746955,0
1161,0,female,32,10,yes,2,14,5,5,0,0,1,1,.86559874,2.2350566,-.79560632,0,0,-3.030663,-2.2350566,0
1163,2,female,22,10,no,4,14,4,3,2,0,0,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,1
1166,0,male,42,15,yes,4,20,4,5,0,1,1,1,.83500403,1.9556447,-.9245159,0,0,-2.8801608,-1.9556447,0
1169,1,male,32,10,yes,4,20,6,5,1,1,1,1,.82710719,2.0464182,-.48135862,0,0,-2.5277767,-2.0464182,1
1177,0,female,27,4,yes,3,18,4,5,0,0,1,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
1178,0,male,37,15,yes,4,20,6,5,0,1,1,1,.83185327,2.0010314,-.7029373,0,0,-2.7039688,-2.0010314,0
1180,0,male,27,1.5,no,3,18,5,5,0,1,0,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
1187,0,female,22,1,no,2,16,6,3,0,0,0,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,0
1191,0,male,32,10,yes,2,20,6,3,0,1,1,1,.64776117,.83784842,-1.3591292,0,0,-2.1969776,-.83784842,0
1195,0,female,27,4,no,4,18,5,4,0,0,0,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
1198,7,male,27,4,yes,2,18,6,2,2,1,1,1,.52274734,.27895027,-1.5764358,0,0,-1.855386,-.27895027,1
1204,1,female,22,1.5,yes,5,14,5,3,1,0,1,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,1
1207,0,female,27,10,yes,2,12,5,1,0,0,1,1,.442855,-.13669613,-2.3295686,0,0,-2.1928725,.13669613,0
1208,0,male,32,4,yes,5,18,6,3,0,1,1,1,.64776117,.83784842,-1.3591292,0,0,-2.1969776,-.83784842,0
1209,0,female,37,15,yes,2,17,5,5,0,0,1,1,.86772609,2.1896698,-1.017185,0,0,-3.2068548,-2.1896698,0
1211,0,male,47,15,no,4,20,6,4,0,1,0,1,.7539022,1.3059732,-1.5849799,0,0,-2.8909531,-1.3059732,0
1215,0,male,27,1.5,no,1,18,5,5,0,1,0,1,.82055843,2.091805,-.25977999,0,0,-2.3515849,-2.091805,0
1218,12,female,32,15,no,3,17,5,1,2,0,0,1,.43605632,-.18208285,-2.5511472,0,0,-2.3690646,.18208285,1
1221,0,male,37,15,yes,4,20,6,4,0,1,1,1,.75393182,1.3967466,-1.1418226,0,0,-2.5385692,-1.3967466,0
1226,0,female,32,15,yes,4,18,1,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
1229,0,female,32,10,yes,4,17,5,4,0,0,1,1,.79824609,1.6307718,-1.2344916,0,0,-2.8652632,-1.6307718,0
1230,12,female,42,15,yes,2,12,1,2,2,0,1,1,.56380939,.33142862,-2.5554194,0,0,-2.886848,-.33142862,1
1231,0,female,42,15,yes,3,14,1,3,0,0,1,1,.69465744,.93571347,-2.116534,0,0,-3.0522475,-.93571347,0
1234,0,female,27,10,yes,3,16,1,4,0,0,1,1,.7967903,1.6761584,-1.0129129,0,0,-2.6890714,-1.6761584,0
1235,0,male,27,1.5,no,3,16,4,2,0,1,0,1,.52274734,.27895027,-1.5764358,0,0,-1.855386,-.27895027,0
1236,7,male,42,15,yes,3,20,5,4,2,1,1,1,.75465506,1.3513598,-1.3634012,0,0,-2.714761,-1.3513598,1
1242,0,male,22,1.5,no,3,16,3,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
1245,0,male,27,4,yes,3,16,4,2,0,1,1,1,.52274734,.27895027,-1.5764358,0,0,-1.855386,-.27895027,0
1247,12,male,32,10,no,2,18,4,2,2,1,0,1,.52006525,.23356357,-1.7980144,0,0,-2.0315781,-.23356357,1
1259,12,female,32,15,yes,3,9,1,1,2,0,1,1,.43605632,-.18208285,-2.5511472,0,0,-2.3690646,.18208285,1
1260,0,female,27,10,yes,3,12,1,2,0,0,1,1,.5810256,.46758875,-1.8906834,0,0,-2.3582721,-.46758875,0
1266,0,female,37,15,yes,2,18,5,4,0,0,1,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
1271,0,female,37,10,yes,3,14,4,4,0,0,1,1,.79831767,1.5853851,-1.4560702,0,0,-3.0414553,-1.5853851,0
1273,0,male,22,1.5,no,2,16,5,5,0,1,0,1,.81198537,2.1371915,-.038201328,0,0,-2.1753929,-2.1371915,0
1276,0,male,37,15,yes,5,20,5,4,0,1,1,1,.75393182,1.3967466,-1.1418226,0,0,-2.5385692,-1.3967466,0
1280,0,female,22,1.5,no,4,16,5,3,0,0,0,1,.702847,1.1172603,-1.2302195,0,0,-2.3474798,-1.1172603,0
1282,0,female,32,10,yes,4,16,1,5,0,0,1,1,.86559874,2.2350566,-.79560632,0,0,-3.030663,-2.2350566,0
1285,0,male,27,4,no,2,17,5,3,0,1,0,1,.64683282,.88323516,-1.1375505,0,0,-2.0207856,-.88323516,0
1294,7,male,57,15,yes,5,20,4,5,2,1,1,1,.83668548,1.8194846,-1.5892519,0,0,-3.4087365,-1.8194846,1
1295,0,female,22,1,no,4,14,5,5,0,0,0,1,.85735089,2.32583,-.352449,0,0,-2.6782792,-2.32583,0
1298,0,female,27,4,no,2,18,5,5,0,0,0,1,.86219895,2.2804434,-.57402766,0,0,-2.854471,-2.2804434,0
1299,0,male,37,15,yes,4,18,5,3,0,1,1,1,.64686656,.79246175,-1.5807078,0,0,-2.3731694,-.79246175,0
